"The key you entered could not be verified because a connection to akismet.com could not be established. Please check your server configuration.","The key you entered could not be verified because a connection to akismet.com could not be established. Please check your server configuration."
"There was a problem connecting to the Akismet server. Please check your server configuration.","There was a problem connecting to the Akismet server. Please check your server configuration."
"Please enter an API key. (<a href=\"%s\" style=\"color:#fff\">Get your key.</a>)","Please enter an API key. (<a href=\"%s\" style=\"color:#fff\">Get your key.</a>)"
"This key is valid.","This key is valid."
"This key is invalid.","This key is invalid."
"The key below was previously validated but a connection to akismet.com can not be established at this time. Please check your server configuration.","The key below was previously validated but a connection to akismet.com can not be established at this time. Please check your server configuration."
"Your WordPress home URL %s is invalid.  Please fix the <a href=\"%s\">home option</a>.","Your WordPress home URL %s is invalid.  Please fix the <a href=\"%s\">home option</a>."
"Options saved.","Options saved."
"Akismet Configuration","Akismet Configuration"
"<strong>Sign up success!</strong> Please check your email for your Akismet API Key and enter it below.","<strong>Sign up success!</strong> Please check your email for your Akismet API Key and enter it below."
"For many people, <a href=\"%s\">Akismet</a> will greatly reduce or even completely eliminate the comment and trackback spam you get on your site. If one does happen to get through, simply mark it as \"spam\" on the moderation screen and Akismet will learn from the mistakes. If you don't have an API key yet, you can get one at <a href=\"%s\">Akismet.com</a>.","For many people, <a href=\"%s\">Akismet</a> will greatly reduce or even completely eliminate the comment and trackback spam you get on your site. If one does happen to get through, simply mark it as \"spam\" on the moderation screen and Akismet will learn from the mistakes. If you don't have an API key yet, you can get one at <a href=\"%s\">Akismet.com</a>."
"Akismet API Key","Akismet API Key"
"<a href=\"http://akismet.com/get/?return=true\">What is this?</a>","<a href=\"http://akismet.com/get/?return=true\">What is this?</a>"
"Why might my key be invalid?","Why might my key be invalid?"
"This can mean one of two things, either you copied the key wrong or that the plugin is unable to reach the Akismet servers, which is most often caused by an issue with your web host around firewalls or similar.","This can mean one of two things, either you copied the key wrong or that the plugin is unable to reach the Akismet servers, which is most often caused by an issue with your web host around firewalls or similar."
"Auto-delete spam submitted on posts more than a month old.","Auto-delete spam submitted on posts more than a month old."
"Show the number of comments you've approved beside each comment author.","Show the number of comments you've approved beside each comment author."
"Update options &raquo;","Update options &raquo;"
"Server Connectivity","Server Connectivity"
"Network functions are disabled.","Network functions are disabled."
"Your web host or server administrator has disabled PHP's <code>fsockopen</code> or <code>gethostbynamel</code> functions.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet's system requirements</a>.","Your web host or server administrator has disabled PHP's <code>fsockopen</code> or <code>gethostbynamel</code> functions.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet's system requirements</a>."
"Unable to reach some Akismet servers.","Unable to reach some Akismet servers."
"A network problem or firewall is blocking some connections from your web server to Akismet.com.  Akismet is working but this may cause problems during times of network congestion.  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","A network problem or firewall is blocking some connections from your web server to Akismet.com.  Akismet is working but this may cause problems during times of network congestion.  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>."
"Unable to reach any Akismet servers.","Unable to reach any Akismet servers."
"A network problem or firewall is blocking all connections from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","A network problem or firewall is blocking all connections from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>."
"All Akismet servers are available.","All Akismet servers are available."
"Akismet is working correctly.  All servers are accessible.","Akismet is working correctly.  All servers are accessible."
"Unable to find Akismet servers.","Unable to find Akismet servers."
"A DNS problem or firewall is preventing all access from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","A DNS problem or firewall is preventing all access from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>."
"Akismet server","Akismet server"
"Network Status","Network Status"
"Accessible","Accessible"
"Re-trying","Re-trying"
"Last checked %s ago.","Last checked %s ago."
"Check network status &raquo;","Check network status &raquo;"
"<a href=\"%s\" target=\"_blank\">Click here</a> to confirm that <a href=\"%s\" target=\"_blank\">Akismet.com is up</a>.","<a href=\"%s\" target=\"_blank\">Click here</a> to confirm that <a href=\"%s\" target=\"_blank\">Akismet.com is up</a>."
"Spam","Spam"
"Akismet is almost ready.","Akismet is almost ready."
"You must <a href=\"%s\">enter your Akismet API key</a> for it to work.","You must <a href=\"%s\">enter your Akismet API key</a> for it to work."
"Akismet has detected a problem.","Akismet has detected a problem."
"Some comments have not yet been checked for spam by Akismet. They have been temporarily held for moderation. Please check your <a href=\"%s\">Akismet configuration</a> and contact your web host if problems persist.","Some comments have not yet been checked for spam by Akismet. They have been temporarily held for moderation. Please check your <a href=\"%s\">Akismet configuration</a> and contact your web host if problems persist."
"Awaiting spam check","Awaiting spam check"
"Flagged as spam by Akismet","Flagged as spam by Akismet"
"Cleared by Akismet","Cleared by Akismet"
"Flagged as spam by %s","Flagged as spam by %s"
"Un-spammed by %s","Un-spammed by %s"
"View comment history","View comment history"
"History","History"
"%s ago","%s ago"
"<a href=\"%s\">Akismet</a> blocks spam from getting to your blog.","<a href=\"%s\">Akismet</a> blocks spam from getting to your blog."
"There's nothing in your <a href='%s'>spam queue</a> at the moment.","There's nothing in your <a href='%s'>spam queue</a> at the moment."
"Check for Spam","Check for Spam"
"%s reported this comment as not spam","%s reported this comment as not spam"
"%s reported this comment as spam","%s reported this comment as spam"
"%s changed the comment status to %s","%s changed the comment status to %s"
"Akismet re-checked and caught this comment as spam","Akismet re-checked and caught this comment as spam"
"Akismet re-checked and cleared this comment","Akismet re-checked and cleared this comment"
"Akismet was unable to re-check this comment (response: %s)","Akismet was unable to re-check this comment (response: %s)"
"Akismet Stats","Akismet Stats"
"Akismet caught this comment as spam","Akismet caught this comment as spam"
"Comment status was changed to %s","Comment status was changed to %s"
"Akismet cleared this comment","Akismet cleared this comment"
"Comment was caught by wp_blacklist_check","Comment was caught by wp_blacklist_check"
"Akismet was unable to check this comment (response: %s), will automatically retry again later.","Akismet was unable to check this comment (response: %s), will automatically retry again later."
"Akismet caught this comment as spam during an automatic retry.","Akismet caught this comment as spam during an automatic retry."
"Akismet cleared this comment during an automatic retry.","Akismet cleared this comment during an automatic retry."
"Akismet Spam (%s)","Akismet Spam (%s)"
"Akismet Spam","Akismet Spam"
"You do not have sufficient permission to moderate comments.","You do not have sufficient permission to moderate comments."
"%s comments recovered.","%s comments recovered."
"All spam deleted.","All spam deleted."
"Caught Spam","Caught Spam"
"Akismet has caught <strong>%s spam</strong> for you since you first installed it.","Akismet has caught <strong>%s spam</strong> for you since you first installed it."
"You have no spam currently in the queue. Must be your lucky day. :)","You have no spam currently in the queue. Must be your lucky day. :)"
"You can delete all of the spam from your database with a single click. This operation cannot be undone, so you may wish to check to ensure that no legitimate comments got through first. Spam is automatically deleted after 15 days, so don&#8217;t sweat it.","You can delete all of the spam from your database with a single click. This operation cannot be undone, so you may wish to check to ensure that no legitimate comments got through first. Spam is automatically deleted after 15 days, so don&#8217;t sweat it."
"There are currently %s comments identified as spam.","There are currently %s comments identified as spam."
"Delete all","Delete all"
"Search","Search"
"These are the latest comments identified as spam by Akismet. If you see any mistakes, simply mark the comment as \"not spam\" and Akismet will learn from the submission. If you wish to recover a comment from spam, simply select the comment, and click Not Spam. After 15 days we clean out the junk for you.","These are the latest comments identified as spam by Akismet. If you see any mistakes, simply mark the comment as \"not spam\" and Akismet will learn from the submission. If you wish to recover a comment from spam, simply select the comment, and click Not Spam. After 15 days we clean out the junk for you."
"All","All"
"Comments","Comments"
"Search Spam &raquo;","Search Spam &raquo;"
"&laquo; Previous Page","&laquo; Previous Page"
"Next Page &raquo;","Next Page &raquo;"
"IP:","IP:"
"Not Spam","Not Spam"
"View Post","View Post"
"De-spam marked comments &raquo;","De-spam marked comments &raquo;"
"Comments you de-spam will be submitted to Akismet as mistakes so it can learn and get better.","Comments you de-spam will be submitted to Akismet as mistakes so it can learn and get better."
"No results found.","No results found."
"Recheck Queue for Spam","Recheck Queue for Spam"
"Akismet Widget","Akismet Widget"
"Display the number of spam comments Akismet has caught","Display the number of spam comments Akismet has caught"
"Spam Blocked","Spam Blocked"
"Title:","Title:"
"About WordPress","About WordPress"
"http://wordpress.org/","http://wordpress.org/"
"Documentation","Documentation"
"http://codex.wordpress.org/","http://codex.wordpress.org/"
"Support Forums","Support Forums"
"http://wordpress.org/support/","http://wordpress.org/support/"
"Feedback","Feedback"
"http://wordpress.org/support/forum/requests-and-feedback","http://wordpress.org/support/forum/requests-and-feedback"
"Howdy, %s","Howdy, %s"
"My Account","My Account"
"Edit My Profile","Edit My Profile"
"Log Out","Log Out"
"Network Admin: %s","Network Admin: %s"
"Global Dashboard: %s","Global Dashboard: %s"
"Visit Site","Visit Site"
"Edit Site","Edit Site"
"Dashboard","Dashboard"
"My Sites","My Sites"
"Network Admin","Network Admin"
"Sites","Sites"
"Users","Users"
"Visit Network","Visit Network"
"New Post","New Post"
"Manage Comments","Manage Comments"
"Shortlink","Shortlink"
"Link","Link"
"User","User"
"New","New"
"Add New","Add New"
"Themes","Themes"
"Customize","Customize"
"Widgets","Widgets"
"Menus","Menus"
"Background","Background"
"Header","Header"
"XML error: %s at line %d","XML error: %s at line %d"
"Use <code>get_the_author()</code> instead if you do not want the value echoed.","Use <code>get_the_author()</code> instead if you do not want the value echoed."
"Visit %s&#8217;s website","Visit %s&#8217;s website"
"Posts by %s","Posts by %s"
"Last updated: %s","Last updated: %s"
"Bookmarks","Bookmarks"
"Use <code>WP_User->ID</code> instead.","Use <code>WP_User->ID</code> instead."
"Usage of user levels by plugins and themes is deprecated. Use roles and capabilities instead.","Usage of user levels by plugins and themes is deprecated. Use roles and capabilities instead."
"View all posts in %s","View all posts in %s"
"Uncategorized","Uncategorized"
"No categories","No categories"
"Categories","Categories"
"View all posts filed under %s","View all posts filed under %s"
"Feed for all posts filed under %s","Feed for all posts filed under %s"
"Tags:","Tags:"
"A valid URL was not provided.","A valid URL was not provided."
"User has blocked requests through HTTP.","User has blocked requests through HTTP."
"Destination directory for file streaming does not exist or is not writable.","Destination directory for file streaming does not exist or is not writable."
"There are no HTTP transports available which can complete the requested request.","There are no HTTP transports available which can complete the requested request."
"Could not open handle for fopen() to %s","Could not open handle for fopen() to %s"
"Too many redirects.","Too many redirects."
"Malformed URL: %s","Malformed URL: %s"
"No server specified","No server specified"
"Error","Error"
"no login ID submitted","no login ID submitted"
"connection not established","connection not established"
"No password submitted","No password submitted"
"Authentication failed","Authentication failed"
"No connection to server","No connection to server"
"No login ID submitted","No login ID submitted"
"No server banner","No server banner"
"abort","abort"
"apop authentication failed","apop authentication failed"
"Premature end of list","Premature end of list"
"Empty command string","Empty command string"
"connection does not exist","connection does not exist"
"No msg number submitted","No msg number submitted"
"Command failed","Command failed"
"The menu ID should not be empty.","The menu ID should not be empty."
"Skip to toolbar","Skip to toolbar"
"Top navigation toolbar.","Top navigation toolbar."
"&mdash; Select &mdash;","&mdash; Select &mdash;"
"Default","Default"
"Hex Value","Hex Value"
"Upload","Upload"
"Remove","Remove"
"No Image","No Image"
"Upload New","Upload New"
"Uploaded","Uploaded"
"Remove Image","Remove Image"
"The web browser on your device cannot be used to upload files. You may be able to use the <a href=\"http://wordpress.org/extend/mobile/\">native app for your device</a> instead.","The web browser on your device cannot be used to upload files. You may be able to use the <a href=\"http://wordpress.org/extend/mobile/\">native app for your device</a> instead."
"Drop a file here or <a href=\"#\" class=\"upload\">select a file</a>.","Drop a file here or <a href=\"#\" class=\"upload\">select a file</a>."
"Select File","Select File"
"Background Image","Background Image"
"Header Image","Header Image"
"Random Default Image","Random Default Image"
"Random Uploaded Image","Random Uploaded Image"
"Site Title & Tagline","Site Title & Tagline"
"Site Title","Site Title"
"Tagline","Tagline"
"Colors","Colors"
"Display Header Text","Display Header Text"
"Header Text Color","Header Text Color"
"Background Color","Background Color"
"Background Repeat","Background Repeat"
"No Repeat","No Repeat"
"Tile","Tile"
"Tile Horizontally","Tile Horizontally"
"Tile Vertically","Tile Vertically"
"Background Position","Background Position"
"Left","Left"
"Center","Center"
"Right","Right"
"Background Attachment","Background Attachment"
"Fixed","Fixed"
"Scroll","Scroll"
"Navigation","Navigation"
"You can edit your menu content on the Menus screen in the Appearance section.","You can edit your menu content on the Menus screen in the Appearance section."
"Static Front Page","Static Front Page"
"Your theme supports a static front page.","Your theme supports a static front page."
"Front page displays","Front page displays"
"Your latest posts","Your latest posts"
"A static page","A static page"
"Front page","Front page"
"Posts page","Posts page"
"Text","Text"
"Visual","Visual"
"English=en,Danish=da,Dutch=nl,Finnish=fi,French=fr,German=de,Italian=it,Polish=pl,Portuguese=pt,Spanish=es,Swedish=sv","English=en,Danish=da,Dutch=nl,Finnish=fi,French=fr,German=de,Italian=it,Polish=pl,Portuguese=pt,Spanish=es,Swedish=sv"
"Update","Update"
"Save","Save"
"Exit fullscreen","Exit fullscreen"
"Bold (Ctrl + B)","Bold (Ctrl + B)"
"Italic (Ctrl + I)","Italic (Ctrl + I)"
"Unordered list (Alt + Shift + U)","Unordered list (Alt + Shift + U)"
"Ordered list (Alt + Shift + O)","Ordered list (Alt + Shift + O)"
"Blockquote (Alt + Shift + Q)","Blockquote (Alt + Shift + Q)"
"Insert/edit image (Alt + Shift + M)","Insert/edit image (Alt + Shift + M)"
"Insert/edit link (Alt + Shift + A)","Insert/edit link (Alt + Shift + A)"
"Unlink (Alt + Shift + S)","Unlink (Alt + Shift + S)"
"Help (Alt + Shift + H)","Help (Alt + Shift + H)"
"Updated.","Updated."
"Saved.","Saved."
"Enter title here","Enter title here"
"Word count: %s","Word count: %s"
"Just write.","Just write."
"Y/m/d","Y/m/d"
"Enter the destination URL","Enter the destination URL"
"Title","Title"
"Open link in a new window/tab","Open link in a new window/tab"
"Or link to existing content","Or link to existing content"
"No search term specified. Showing recent items.","No search term specified. Showing recent items."
"Add Link","Add Link"
"Cancel","Cancel"
"File doesn&#8217;t exist?","File doesn&#8217;t exist?"
"File is not an image.","File is not an image."
"Could not read image size.","Could not read image size."
"Image resize failed.","Image resize failed."
"Could not calculate resized image dimensions","Could not calculate resized image dimensions"
"Image crop failed.","Image crop failed."
"Image rotate failed.","Image rotate failed."
"Image flip failed.","Image flip failed."
"Image Editor Save Failed","Image Editor Save Failed"
"Could not read image size","Could not read image size"
"The theme directory does not exist.","The theme directory does not exist."
"Stylesheet is missing.","Stylesheet is missing."
"ERROR: The themes directory is either empty or doesn&#8217;t exist. Please check your installation.","ERROR: The themes directory is either empty or doesn&#8217;t exist. Please check your installation."
"Stylesheet is not readable.","Stylesheet is not readable."
"Template is missing.","Template is missing."
"The parent theme is missing. Please install the \"%s\" parent theme.","The parent theme is missing. Please install the \"%s\" parent theme."
"The \"%s\" theme is not a valid parent theme.","The \"%s\" theme is not a valid parent theme."
"Visit author homepage","Visit author homepage"
"Anonymous","Anonymous"
",",","
"XML-RPC services are disabled on this site.","XML-RPC services are disabled on this site."
"Incorrect username or password.","Incorrect username or password."
"Software Name","Software Name"
"Software Version","Software Version"
"Site URL","Site URL"
"Home URL","Home URL"
"Image default link type","Image default link type"
"Image default size","Image default size"
"Image default align","Image default align"
"Template","Template"
"Stylesheet","Stylesheet"
"Post Thumbnail","Post Thumbnail"
"Time Zone","Time Zone"
"Site Tagline","Site Tagline"
"Date Format","Date Format"
"Time Format","Time Format"
"Allow new users to sign up","Allow new users to sign up"
"Thumbnail Width","Thumbnail Width"
"Thumbnail Height","Thumbnail Height"
"Crop thumbnail to exact dimensions","Crop thumbnail to exact dimensions"
"Medium size image width","Medium size image width"
"Medium size image height","Medium size image height"
"Large size image width","Large size image width"
"Large size image height","Large size image height"
"Allow people to post comments on new articles","Allow people to post comments on new articles"
"Allow link notifications from other blogs (pingbacks and trackbacks)","Allow link notifications from other blogs (pingbacks and trackbacks)"
"Insufficient arguments passed to this XML-RPC method.","Insufficient arguments passed to this XML-RPC method."
"Invalid post type","Invalid post type"
"Invalid post ID.","Invalid post ID."
"Sorry, you are not allowed to edit this post.","Sorry, you are not allowed to edit this post."
"The post type may not be changed.","The post type may not be changed."
"Sorry, you are not allowed to post on this site.","Sorry, you are not allowed to post on this site."
"Sorry, you are not allowed to create private posts in this post type","Sorry, you are not allowed to create private posts in this post type"
"Sorry, you are not allowed to publish posts in this post type","Sorry, you are not allowed to publish posts in this post type"
"Sorry, you are not allowed to create password protected posts in this post type","Sorry, you are not allowed to create password protected posts in this post type"
"You are not allowed to create posts as this user.","You are not allowed to create posts as this user."
"Invalid author ID.","Invalid author ID."
"Sorry, you cannot stick a private post.","Sorry, you cannot stick a private post."
"Sorry, you are not allowed to stick this post.","Sorry, you are not allowed to stick this post."
"Invalid attachment ID.","Invalid attachment ID."
"Sorry, one of the given taxonomies is not supported by the post type.","Sorry, one of the given taxonomies is not supported by the post type."
"Sorry, you are not allowed to assign a term to one of the given taxonomies.","Sorry, you are not allowed to assign a term to one of the given taxonomies."
"Invalid term ID","Invalid term ID"
"Ambiguous term name used in a hierarchical taxonomy. Please use term ID instead.","Ambiguous term name used in a hierarchical taxonomy. Please use term ID instead."
"Sorry, you are not allowed to add a term to one of the given taxonomies.","Sorry, you are not allowed to add a term to one of the given taxonomies."
"Sorry, your entry could not be posted. Something wrong happened.","Sorry, your entry could not be posted. Something wrong happened."
"There is a revision of this post that is more recent.","There is a revision of this post that is more recent."
"Sorry, you are not allowed to delete this post.","Sorry, you are not allowed to delete this post."
"The post cannot be deleted.","The post cannot be deleted."
"Sorry, you cannot edit this post.","Sorry, you cannot edit this post."
"The post type specified is not valid","The post type specified is not valid"
"Sorry, you are not allowed to edit posts in this post type","Sorry, you are not allowed to edit posts in this post type"
"Invalid taxonomy","Invalid taxonomy"
"You are not allowed to create terms in this taxonomy.","You are not allowed to create terms in this taxonomy."
"The term name cannot be empty.","The term name cannot be empty."
"This taxonomy is not hierarchical.","This taxonomy is not hierarchical."
"Parent term does not exist.","Parent term does not exist."
"Sorry, your term could not be created. Something wrong happened.","Sorry, your term could not be created. Something wrong happened."
"You are not allowed to edit terms in this taxonomy.","You are not allowed to edit terms in this taxonomy."
"This taxonomy is not hierarchical so you can't set a parent.","This taxonomy is not hierarchical so you can't set a parent."
"Sorry, editing the term failed.","Sorry, editing the term failed."
"You are not allowed to delete terms in this taxonomy.","You are not allowed to delete terms in this taxonomy."
"Sorry, deleting the term failed.","Sorry, deleting the term failed."
"You are not allowed to assign terms in this taxonomy.","You are not allowed to assign terms in this taxonomy."
"Sorry, you cannot edit users.","Sorry, you cannot edit users."
"Invalid user ID","Invalid user ID"
"Sorry, you cannot list users.","Sorry, you cannot list users."
"The role specified is not valid","The role specified is not valid"
"Sorry, you cannot edit your profile.","Sorry, you cannot edit your profile."
"Sorry, the user cannot be updated.","Sorry, the user cannot be updated."
"Sorry, you cannot edit this page.","Sorry, you cannot edit this page."
"Sorry, no such page.","Sorry, no such page."
"Sorry, you cannot edit pages.","Sorry, you cannot edit pages."
"Sorry, you do not have the right to delete this page.","Sorry, you do not have the right to delete this page."
"Failed to delete the page.","Failed to delete the page."
"Sorry, you do not have the right to edit this page.","Sorry, you do not have the right to edit this page."
"Sorry, you cannot edit posts on this site.","Sorry, you cannot edit posts on this site."
"Sorry, you must be able to edit posts on this site in order to view tags.","Sorry, you must be able to edit posts on this site in order to view tags."
"Sorry, you do not have the right to add a category.","Sorry, you do not have the right to add a category."
"Sorry, the new category failed.","Sorry, the new category failed."
"Sorry, you do not have the right to delete a category.","Sorry, you do not have the right to delete a category."
"Sorry, you must be able to edit posts to this site in order to view categories.","Sorry, you must be able to edit posts to this site in order to view categories."
"You are not allowed to moderate comments on this site.","You are not allowed to moderate comments on this site."
"Invalid comment ID.","Invalid comment ID."
"Sorry, you cannot edit comments.","Sorry, you cannot edit comments."
"Invalid comment status.","Invalid comment status."
"Sorry, the comment could not be edited. Something wrong happened.","Sorry, the comment could not be edited. Something wrong happened."
"You must be registered to comment","You must be registered to comment"
"Comment author name and email are required","Comment author name and email are required"
"A valid email address is required","A valid email address is required"
"You are not allowed access to details about this site.","You are not allowed access to details about this site."
"You are not allowed access to details about comments.","You are not allowed access to details about comments."
"You are not allowed to update options.","You are not allowed to update options."
"You do not have permission to upload files.","You do not have permission to upload files."
"Sorry, you are not allowed to edit this post type.","Sorry, you are not allowed to edit this post type."
"Invalid post ID","Invalid post ID"
"Sorry, you are not allowed to edit posts.","Sorry, you are not allowed to edit posts."
"Sorry, revisions are disabled.","Sorry, revisions are disabled."
"Sorry, you do not have access to user data on this site.","Sorry, you do not have access to user data on this site."
"Either there are no posts, or something went wrong.","Either there are no posts, or something went wrong."
"Sorry, that file cannot be edited.","Sorry, that file cannot be edited."
"Sorry, no such post.","Sorry, no such post."
"Sorry, you do not have the right to edit this post.","Sorry, you do not have the right to edit this post."
"Sorry, you do not have the right to publish this post.","Sorry, you do not have the right to publish this post."
"For some strange yet very annoying reason, this post could not be edited.","For some strange yet very annoying reason, this post could not be edited."
"Sorry, you do not have the right to delete this post.","Sorry, you do not have the right to delete this post."
"For some strange yet very annoying reason, this post could not be deleted.","For some strange yet very annoying reason, this post could not be deleted."
"Sorry, you are not allowed to publish pages on this site.","Sorry, you are not allowed to publish pages on this site."
"Sorry, you are not allowed to publish posts on this site.","Sorry, you are not allowed to publish posts on this site."
"Invalid post format","Invalid post format"
"You are not allowed to create pages as this user.","You are not allowed to create pages as this user."
"You are not allowed to change the post author as this user.","You are not allowed to change the post author as this user."
"You are not allowed to change the page author as this user.","You are not allowed to change the page author as this user."
"Sorry, you do not have the right to publish this page.","Sorry, you do not have the right to publish this page."
"Sorry, your entry could not be edited. Something wrong happened.","Sorry, your entry could not be edited. Something wrong happened."
"Sorry, you must be able to edit posts on this site in order to view categories.","Sorry, you must be able to edit posts on this site in order to view categories."
"Could not write file %s (%s)","Could not write file %s (%s)"
"Sorry, you can not edit this post.","Sorry, you can not edit this post."
"Sorry, you cannot publish this post.","Sorry, you cannot publish this post."
"Is there no link to us?","Is there no link to us?"
"The specified target URL cannot be used as a target. It either doesn&#8217;t exist, or it is not a pingback-enabled resource.","The specified target URL cannot be used as a target. It either doesn&#8217;t exist, or it is not a pingback-enabled resource."
"The source URL and the target URL cannot both point to the same resource.","The source URL and the target URL cannot both point to the same resource."
"The pingback has already been registered.","The pingback has already been registered."
"The source URL does not exist.","The source URL does not exist."
"We cannot find a title on that page.","We cannot find a title on that page."
"The source URL does not contain a link to the target URL, and so cannot be used as a source.","The source URL does not contain a link to the target URL, and so cannot be used as a source."
"Pingback from %s to %s registered. Keep the web talking! :-)","Pingback from %s to %s registered. Keep the web talking! :-)"
"The specified target URL does not exist.","The specified target URL does not exist."
"%s Comments","%s Comments"
"No Comments","No Comments"
"1 Comment","1 Comment"
"Comment","Comment"
"Use <code>get_trackback_url()</code> instead if you do not want the value echoed.","Use <code>get_trackback_url()</code> instead if you do not want the value echoed."
"Comments Off","Comments Off"
"Enter your password to view comments.","Enter your password to view comments."
"Comment on %s","Comment on %s"
"Reply","Reply"
"Log in to Reply","Log in to Reply"
"Leave a Comment","Leave a Comment"
"Log in to leave a Comment","Log in to leave a Comment"
"Click here to cancel reply.","Click here to cancel reply."
"Leave a Reply","Leave a Reply"
"Leave a Reply to %s","Leave a Reply to %s"
"<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>","<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>"
"Your comment is awaiting moderation.","Your comment is awaiting moderation."
"%s at %s","%s at %s"
"(Edit)","(Edit)"
"Name","Name"
"Email","Email"
"Website","Website"
"Required fields are marked %s","Required fields are marked %s"
"You must be <a href=\"%s\">logged in</a> to post a comment.","You must be <a href=\"%s\">logged in</a> to post a comment."
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out?</a>","Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out?</a>"
"Your email address will not be published.","Your email address will not be published."
"You may use these <abbr title=\"HyperText Markup Language\">HTML</abbr> tags and attributes: %s","You may use these <abbr title=\"HyperText Markup Language\">HTML</abbr> tags and attributes: %s"
"Cancel reply","Cancel reply"
"Post Comment","Post Comment"
"Unapproved","Unapproved"
"Approved","Approved"
"Duplicate comment detected; it looks as though you&#8217;ve already said that!","Duplicate comment detected; it looks as though you&#8217;ve already said that!"
"You are posting comments too quickly. Slow down.","You are posting comments too quickly. Slow down."
"Could not update comment status","Could not update comment status"
"This argument has changed to an array to match the behavior of the other cron functions.","This argument has changed to an array to match the behavior of the other cron functions."
"Once Hourly","Once Hourly"
"Twice Daily","Twice Daily"
